product_name,product_date,product_group,product_comments,product_votes,product_merchant
POLAR Vantage V zegarek sportowy z GPS Czarny [amazon.co.uk],lis 23.,"['Zegarki', 'Akcesoria modowe', 'Moda']",14,0,None
Słuchawki Monumentum Sennheiser,lis 23.,"['Słuchawki Sennheiser', 'Słuchawki', 'Audio i HiFi', 'Elektronika']",9,0,None
Sennheiser HD 4.50 bezprzewodowe słuchawki nauszne BT,lis 23.,"['Słuchawki Sennheiser', 'Słuchawki', 'Audio i HiFi', 'Elektronika']",20,124,Amazon
[Amazon warehouse] Sapphire Radeon RX 570 GDDR5 4GB i inne karty AMD,lis 23.,"['Procesory', 'Karty graficzne', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",13,0,None
Rowenta RO3731EA odkurzacz,lis 23.,"['Odkurzacze', 'Dom i mieszkanie', 'AGD']",25,0,None
lokówka GHD Curve Creative Curl Wand,lis 23.,"['Finanse i ubezpieczenia', 'Głośniki', 'Audio i HiFi']",1,0,None
ghd max Styler prostownica do włosów,lis 23.,['Zdrowie i uroda'],0,0,None
Nike Jordan Access - świetnie oceniane buty w dobrej cenie,lis 23.,"['Buty Nike', 'Obuwie', 'Moda']",64,0,None
Słuchawki Sony WH-H900N @ WHD amazon.de,lis 23.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",97,0,None
TV Sony KD-65XF9005 aktualnie najniższa cena !,lis 23.,"['TV', 'TV i wideo', 'Elektronika']",160,0,None
Lego pociąg 60197,lis 23.,"['klocki LEGO', 'Klocki', 'Zabawki', 'Rodzina i dzieci']",1,0,None
BLUZA NARCIARSKA 500 MĘSKA WEDZE,lis 23.,['Sport i turystyka'],7,183,Decathlon
"Decathlon Obroża dla psa rozmiary: M do 55cm, można zmniejszać",lis 23.,['Sport i turystyka'],4,0,None
"Telewizor LED 65"" HYUNDAI ULW 65TS643, 4K, Smart, HDR, DirectLed MicroDimming, VA, 50Hz",lis 23.,"['TV 65 cali', 'Pojazdy', 'Monitory', 'TV', 'TV i wideo', 'Komputery i tablety', 'Elektronika']",8,0,None
PS4 Red Dead Redemption 2 mediamarkt,lis 23.,"['Red Dead Redemption 2', 'Red Dead Redemption', 'Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",17,0,None
[CASTORAMA] Wiertarka udarowa SKIL 900W + INNE SKIL,lis 23.,['Ogród i majsterkowanie'],20,127,Castorama
Lenor 1.8l różne zapachy w Carrefour Szczecin G.H Turzyn,lis 22.,"['Dom i mieszkanie', 'Hity z marketów']",3,0,None
"Głośnik bezprzewodowy JBL Go, Auchan Białystok Produkcyjna",lis 22.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",33,0,None
"Whisky Highland Black 8-letnia 0,7 ALDI",lis 22.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",6,107,ALDI
DJI OSMO ACTION,lis 22.,"['Drony', 'Smart Tech', 'Elektronika']",15,118,RTV Euro AGD
Biedromix Hoffen,Obowiązuje do 31/12/2019,['Dom i mieszkanie'],26,185,Biedronka
Cyber Deals w Nintendo eShop - kilkaset gier przecenionych,lis 22.,['Gaming'],18,0,None
Damski zegarek Fossil CARLIE MINI,lis 22.,"['Zegarki', 'Akcesoria modowe', 'Moda']",6,0,None
Meizu M6T za 299,lis 22.,['Elektronika'],21,165,Play
"Słuchawki bluetooth Sony WH-H900N -redukcja szumów Noise Cancelling, NFC, do 34 godzin pracy (czarne) z Amazon.it 155,55€ z wysyłką i VAT PL",lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",85,0,None
Pakiet 60 dniowy w cenie 30 dni na Player.pl,lis 22.,['Usługi i subskrypcje'],15,0,None
"Soundbar Yamaha YAS-209 (2.1, wbudowana Alexa) Amazon.it",lis 22.,"['Audio i HiFi', 'Elektronika']",18,0,None
Słuchawki Tronsmart spunky buds,lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",20,0,None
Lego 41381 - Noc Dzieci w Auchan,lis 22.,"['klocki LEGO', 'Klocki', 'Dziecko', 'Pielęgnacja dzieci', 'Zabawki', 'Rodzina i dzieci', 'Hity z marketów']",7,0,None
NIKE SKARPETY 3PPK (Darmowa dostawa),lis 22.,['Moda'],278,0,None
Zestaw startowy Philips hue White and Color Ambiance E27 żarówka LED,lis 22.,"['Inteligentny dom', 'Elektronika']",10,0,None
Beczka Szklana z Kranikiem o Pojemności 1000ml,lis 22.,['Dom i mieszkanie'],15,-225,None
taśma świetlna Philips HUE LightStrip+ 2 + 1 m,lis 22.,"['Inteligentny dom', 'Elektronika']",20,102,Amazon
Masło w Kaufland,lis 22.,['Artykuły spożywcze'],18,0,None
"Słuchawki bezprzewodowe Sony MDR-XB950N1 z redukcją szumów Noise Cancelling i Estra Bass (czarne i zielone) z Amazon.de 91,99€ z VAT PL",lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",14,172,Amazon
"Whisky Glenturner ,Glenfarclas i Glendronach- Auchan",lis 22.,"['Alkohole', 'Napoje', 'Kultura i rozrywka']",10,95,Auchan
Classic Sudoku PRO za 0 zł,lis 22.,"['Za darmo', 'Gaming']",5,0,None
NATURA Trzy promocje np. Kup produkt Pierre Rene a drugi tańszy lub w tej samej cenie kupisz za 1 grosz,lis 22.,['Zdrowie i uroda'],2,0,None
50 monet dziennie za dodanie przedmiotu do koszyka - z okazji Black Friday na Aliexpress,lis 22.,['Usługi i subskrypcje'],9,0,None
Black Friday w oficjalnym sklepie Samsonite,lis 22.,"['Bagaż', 'Akcesoria modowe', 'Podróże']",1,0,None
"NATURA Revlon Colorstay 150 30 ml za 24,99 zł",lis 22.,['Zdrowie i uroda'],5,0,None
Pudełkowe gry na Nintendo Switch @Amazon,lis 22.,"['Nintendo Switch', 'Gaming']",5,140,Amazon
NATURA Suszarka turystyczna za 1 grosz przy zakupie produktów Syoss za minimum 30 zł,lis 22.,['Zdrowie i uroda'],0,0,None
"Piwo Tyskie Pszenne, Palone - Tesco",lis 22.,"['Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze']",9,0,None
"Cena w euro 102.32 Odkurzacz bezprzewodowy BISSELL MultiReach Essential 18V 102,32€",lis 22.,"['Odkurzacze', 'Dom i mieszkanie', 'AGD']",5,65,Amazon
Pornhub premium do końca życia 299$,lis 22.,['Usługi i subskrypcje'],110,0,None
"McDonald's Nowa oferta ""okazYeah""",lis 22.,"['Restauracje', 'Artykuły spożywcze']",7,0,None
Oled'y Sony w dobrych cenach,lis 22.,['Elektronika'],5,0,None
Huawei Watch GT za 498 zł,lis 22.,"['Smartfony Huawei', 'Smartwatche', 'Wearable', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",40,0,None
Xendpay (zniżka na pierwszy przelew),lis 22.,['Usługi i subskrypcje'],6,-117,None
Amazon Fire TV stick 4K wysyłka z mediamarkt.de do Polski,lis 22.,"['TV i wideo', 'Elektronika']",286,0,None
Opaska Xiaomi Mi Band 4,lis 22.,"['Wearable', 'Xiaomi', 'Elektronika']",38,0,None
Kombajn Siku 4060 (1:32) za 221zł @ Amazon,lis 22.,"['Dziecko', 'Pielęgnacja dzieci', 'Zabawki', 'Rodzina i dzieci']",17,0,None
Garmin Fenix 6 srebrno - czarny w x-kom,lis 22.,"['Garmin Fenix', 'Garmin', 'Nawigacja', 'Bieganie', 'Smartwatche', 'Fitness i bieganie', 'Akcesoria samochodowe', 'Wearable', 'Elektronika']",12,0,None
"Apteka DOZ Różne promocje, m.in.Kup 2 produkty marki Emotopic, a krem dostaniesz za 1 grosz",lis 22.,"['Uroda', 'Pielęgnacja dzieci', 'Zdrowie i uroda']",7,0,None
Diablo 3 - Eternal Collection (PlayStation 4) - Empik,lis 22.,"['PlayStation', 'Gry Playstation', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",8,0,None
Jagermeister 0.5l Biedronka,lis 22.,"['Artykuły spożywcze', 'Hity z marketów']",19,182,Biedronka
Filtr do wody maxfor 2+1 gratis Biedronka ul.bokserska warszawa,lis 22.,"['Filtry do wody', 'Małe AGD do kuchni', 'Dom i mieszkanie', 'Hity z marketów']",31,0,None
Smartfon HONOR 8X Niebieski 4/128 Najniższa cena z polskiej dytrybucji ! możliwe -40 zł z Klubu MediaMarkt.,lis 22.,"['Smartfony Honor', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",10,0,None
Sklep Mazidła mus śliwkowy do ciała gratis przy zakupach powyżej 67 zł,lis 22.,"['Pielęgnacja dzieci', 'Zdrowie i uroda']",1,0,None
"Męskie dżinsy Mustang Washington za 132,95zł z dostawą (4 kolory) @ Limango",lis 22.,"['Jeansy', 'Spodnie', 'Odzież', 'Moda']",1,0,None
Kubek treningowy skip hop Smyk,lis 22.,['Rodzina i dzieci'],13,0,None
Koszule Wólczanka i Lambert -50%,lis 22.,['Moda'],7,0,None
stolichnaya salted karamel 0.7 za 30 zł Intermarche,lis 22.,"['Artykuły spożywcze', 'Hity z marketów']",1,0,None
Caesar III i Caesar IV w promo na gog.com,lis 22.,['Gaming'],2,85,GOG
"Polskie jabłka 1,89zł 1kg E.Leclerc",lis 22.,"['Jedzenie', 'Artykuły spożywcze']",1,0,None
Domestos 1250ml - Carrefour,lis 22.,"['Dom i mieszkanie', 'Hity z marketów']",2,0,None
Dodatkowe 25% rabatu na akcesoria damskie i męskie (np.plecak Jack Wolfskin za 112zł zamiast 185zł) @ Fitanu,lis 22.,"['Plecaki', 'Camping', 'Akcesoria modowe', 'Moda']",0,0,None
Fajna promocja na telefon Samsung A10 32GB,lis 22.,"['Telefony i smartfony', 'Elektronika']",18,0,None
Głośnik bezprzewodowy Sony srs-xb12,lis 22.,"['Głośniki', 'Elektronika']",16,-97,Sony
"Wrocław Benzyna 95 i diesel 4,69 Leclerc",lis 22.,"['Paliwo', 'Motoryzacja']",1,0,None
Ballantines Finest i Brazil Delikatesy Centrum z kartą,lis 22.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",1,0,None
Gra planszowa La Cucaracha Loop - Auchan Toruń,lis 22.,"['Gry planszowe', 'Zabawki', 'Gaming', 'Hity z marketów']",7,93,Auchan
-30% na Tefal Ingenio,lis 22.,['Dom i mieszkanie'],6,0,None
Nintendo Switch Lite (Grey),lis 22.,"['Nintendo Switch', 'Konsole', 'Gaming']",30,237,G2A
Whisky Maker’s [email protected] Leclerc,lis 22.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",2,78,Leclerc
Parkside performance - elektronarzędzia akumulatorowe np. szlifierka kątowa za 444zl @ Lidl,lis 22.,"['DIY', 'Ogród i majsterkowanie', 'Hity z marketów']",65,135,Lidl
Szczoteczka Xiaomi MIJIA T100 za $6.99,lis 22.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Xiaomi', 'Zdrowie i uroda']",22,110,Banggood
-20% na Ewa-Michalak.pl,lis 22.,['Moda'],20,0,None
Mysz Logitech MX Vertical Ergonomiczna,lis 22.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Elektronika']",30,0,None
Gra 5 sekund w Auchan Bonarka,lis 22.,"['Rodzina i dzieci', 'Hity z marketów']",4,0,None
"mysz Creative BlasterX Siege M04 (czarny, RGB, 12000dpi)",lis 22.,"['Akcesoria komputerowe', 'Gaming']",9,100,x-kom
Bose czary piątek - głownie refabrykowane,lis 22.,"['Bose', 'Głośniki', 'Audio i HiFi', 'Elektronika']",37,0,None
Uber Eats,lis 22.,['Usługi i subskrypcje'],3,50,Google Play
Agregat malarski Wagner 350m,lis 22.,['Elektronika'],10,0,None
LG OLED65W8PLA Media Markt Gdańsk Matarnia,lis 22.,['Elektronika'],13,-368,Media Markt
Prezent - 30% na książkowe zakupy! (eBooki) @ LitRes,lis 22.,"['eBooki', 'Książki i czasopisma', 'Kultura i rozrywka']",19,120,None
Drukarka atramentowa Canon PIXMA TS705 + papier,lis 22.,"['Drukarki', 'Akcesoria komputerowe', 'Komputery i tablety', 'Elektronika']",47,433,RTV Euro AGD
Rage 2 (XOne) w RTVeuroAGD,lis 22.,['Gaming'],6,51,RTV Euro AGD
Red Dead Redemption 2 PS4/XONE OLEOLE.pl,lis 22.,"['Red Dead Redemption 2', 'Red Dead Redemption', 'Gry Playstation', 'Xbox One', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming']",17,0,None
Ekspres do kawy Melitta Aromafresh,lis 22.,"['Małe AGD do kuchni', 'Dom i mieszkanie']",39,0,None
Monopoly Star Wars: Han Solo,lis 22.,['Rodzina i dzieci'],3,129,Muve
Leprica PRO za darmo/google play,lis 22.,"['Android', 'Za darmo', 'Gaming']",4,86,Google Play
Auchan klawiatura mechaniczna Genesis,lis 22.,"['Akcesoria dla graczy', 'Gaming', 'Hity z marketów']",8,0,None
Crucial Ballistix 32GB (2x16) 3200MHz CL16 pamięć ram ddr4 amazon.de,lis 22.,"['DDR4', 'RAM', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",20,0,None
Ideapad S130 z procesorem N5000 i dyskiem SSD 128GB.,lis 22.,"['Laptopy', 'SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",26,76,RTV Euro AGD
Zestaw głośnikowy 5.1 Logitech Z906,lis 22.,"['Akcesoria dla graczy', 'Gaming']",12,0,None
Lampa robocza akumulatorowa,lis 22.,"['Oświetlenie', 'Akcesoria dla domu', 'Dom i mieszkanie']",13,130,Jula
Sporo promocji w Kruk do - 30%,lis 22.,['Zdrowie i uroda'],10,65,W.KRUK
Ryzen 7 3700 X,lis 22.,"['Procesory', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",10,0,None
Telewizor LG 55UM7100,lis 22.,['Elektronika'],23,0,None
Fotelik samochodowy Cybex Sirona S I-Size,lis 22.,"['Wózki i foteliki', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",19,0,None
Acer Nitro VG240YP 24” FHD IPS 1ms 144Hz,lis 22.,"['Monitory', 'Gaming', 'Komputery i tablety']",38,0,None
"Monitor IPS Acer Predator XB271HUabmiprz (27 cali) (USB 3.0, WQHD 2560 x 1440, NVIDIA G-Sync) @ amazon warehouse deals",lis 22.,"['Komputery do gier', 'Monitory', 'Komputery i tablety', 'Elektronika']",16,144,Amazon
Crash Bandicoot N. Sane Trilogy PS4 XBOX ONE,lis 22.,"['Gry Playstation', 'Xbox One', 'PlayStation 4', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",17,0,None
Diablo 3 - Eternal Collection - Xbox One + 7.99 Paczkomat,lis 22.,"['Xbox One', 'Xbox', 'Konsole', 'Gaming']",23,0,None
Pasek skórzany - dwa kolory - 110-135 cm 5.99$,lis 22.,['Moda'],3,0,None
SŁUCHAWKI WH1000XM3 ZA 999 !!!,lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",7,72,Sony Centre
"Apple iPhone Xs 64GB ""gwiezdna szarość"" lub złoty 20 zł drożej, z dystrybucji PL (sklep Ole Ole!)",lis 22.,"['iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",15,0,None
Słuchawki Steelseries Arctis 5,lis 22.,"['Akcesoria dla graczy', 'Gaming']",5,0,None
Zegarek sportowy Garmin Fenix 5,lis 22.,"['Garmin Fenix', 'Garmin', 'Nawigacja', 'Bieganie', 'Smartwatche', 'Fitness i bieganie', 'Akcesoria samochodowe', 'Wearable', 'Zegarki', 'Akcesoria modowe', 'Elektronika']",17,0,None
Zalando śliczna bielizna w dobrych cenach. Można chyba też obniżyć kodem.,lis 22.,"['Odzież', 'Moda']",16,0,None
Kuchenka mikrofalowa Haier,lis 22.,['Dom i mieszkanie'],1,0,None
FIFA 20 na PS4/XOne (149 zł) i PC (99 zł),lis 22.,"['FIFA 20', 'Gry Playstation', 'Xbox One', 'PlayStation 4', 'Gry wideo', 'Konsole', 'Gaming', 'Komputery i tablety']",11,-75,Ole Ole
Pre-order słuchawki BlitzWolf BW-FYE8,lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",8,85,Banggood
Słuchawki Galaxy Buds (żółte) w Vobisie.,lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",5,0,None
Jeszcze lepsza super cena na Xiaomi Mi9 Lite 6/128GB,lis 22.,"['Xiaomi', 'Elektronika']",62,0,None
Crucial Ballistix Sport LT Red DDR4 8GB 2666 CL16 w oleole.pl,lis 22.,"['DDR4', 'RAM', 'Sport i turystyka', 'Podzespoły komputerowe', 'Komputery i tablety']",10,0,None
Apple iPhone Xs 64GB (gwiezdna szarość) na RTV AGD,lis 22.,"['iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",17,0,None
Canon Eos M50 15-45 + ef-m 22,lis 22.,['Elektronika'],24,0,None
Haczyki plastikowe Auchan Nowy Sącz,lis 22.,"['Dom i mieszkanie', 'Hity z marketów']",3,125,Auchan
"Wino Sancerre Rose AOP, ALDI Toruń",lis 22.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",1,0,None
Pringles @ Stokrotka,lis 22.,['Artykuły spożywcze'],0,195,Stokrotka
Klawiatura Genesis Rhod 410 w oleole.pl,lis 22.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Komputery i tablety', 'Elektronika']",8,0,None
Kurtka dla dziewczynki i chłopca za 14.99,lis 22.,"['Odzież męska', 'Kurtki', 'Odzież', 'Moda']",4,0,None
REFUNDER - Uzyskaj 30% zwrotu za zakup w Pyszne.pl,Zaktualizowano lis 22. (Opublikowano wrz 20.),['Usługi i subskrypcje'],112,0,None
Xiaomi Redmi 7 3/32GB Dual SIM LTE Eclipse Black w x-kom.pl,lis 22.,"['Xiaomi', 'Elektronika']",19,165,x-kom
BAOFENG UVF10 mocny radiotelefon walkie-talkie,lis 22.,['Elektronika'],17,0,None
Fotelik samochodowy Britax Römer EVOLVA 123 SL SICT (9-36kg) za 490zł @ Amazon,Zaktualizowano lis 22. (Opublikowano lis 11.),"['Wózki i foteliki', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",44,0,None
Apple Watch series 3 42 mm,lis 22.,"['Smartwatche', 'Wearable', 'Elektronika']",6,75,Amazon
"Robot kosiarka Gardena R40Li - amazon niemiecki, Warehouse Deal",lis 22.,"['Kosiarki', 'Pielęgnacja ogrodu', 'Ogród', 'Ogród i majsterkowanie']",17,0,None
(Wyprzedaż)Płyty gazowe Candy tylko w sklepie RTVEuroAGD (Siedlce),lis 22.,['Dom i mieszkanie'],5,0,None
Xbox One S 1TB All-Digital Edition + Minecraft + Sea Of Thieves + Forza Horizon 3,Obowiązuje do 31/12/2019,"['Minecraft', 'Forza Horizon', 'Forza', 'Xbox One', 'Xbox', 'Gry wideo', 'Konsole', 'Elektronika']",47,649,RTV Euro AGD
bardzo tani zestaw końcówek i nasadek z wkrętakiem,lis 22.,['Ogród i majsterkowanie'],11,-135,None
przyczepka rowerowa / wózek dziecięcy :: Thule Coaster XT JR,lis 22.,"['Wózki i foteliki', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",15,-22,Decathlon
Monitor LG 27UL850-W 4K HDR 60Hz IPS,lis 22.,"['Monitory', 'Komputery i tablety', 'Elektronika']",12,0,None
"rabat 30% na kurtki, płaszcze i swetry @Medicine",lis 22.,"['Swetry', 'Kurtki', 'Odzież', 'Moda']",2,0,None
Edifier W860NB (czarny),lis 22.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",15,61,x-kom
Kod rabatowy -30% (oferta regularna i outlet) @ Adidas,Zaktualizowano lis 22. (Opublikowano lis 12.),"['Buty adidas', 'Obuwie', 'Moda']",123,0,None
Kody rabatowe Watch Shop,lis 22.,['Moda'],3,44,Watch Shop
Ekspres do kawy na kapsułki z kupnem Biedronka,lis 22.,"['Małe AGD do kuchni', 'Artykuły spożywcze', 'Hity z marketów']",107,0,None
Balsam do brody Cyrulicy w przecenie,lis 22.,['Zdrowie i uroda'],9,-78,None
Biały bezprzewodowy pad do xbox one,lis 22.,"['Xbox One', 'Konsole', 'Gaming']",35,0,None
Zimowy narodowy 30.11.2019 do 6.12.2019 bilety za 1zł. To jest lodowisko na Stadionie Narodowym w Warszawie.,lis 22.,['Kultura i rozrywka'],6,0,None
Logitech Driving Force G29/G920 + shifter,lis 22.,"['Akcesoria dla graczy', 'Gaming']",5,0,None
PlayStation Plus 12 miesięcy,lis 22.,"['PlayStation', 'Gaming']",13,0,None
ASRock AMD Radeon RX 5700 8GB referent,lis 22.,"['AMD Radeon', 'Procesory', 'Karty graficzne', 'Podzespoły komputerowe', 'Elektronika']",30,0,None
MSI B450 Tomahawk MAX,lis 22.,['Elektronika'],6,0,None
Tenda nova mw3 2 pack euro rtv agd,lis 22.,['Elektronika'],7,0,None
Spodnie dresowe dla niemowlaka Ewa Klucze,lis 22.,"['Spodnie', 'Odzież', 'Moda']",3,0,None
Rękawice kevlarowe Wiley-X RAPTOR zielone rozmiar M,lis 22.,['Sport i turystyka'],3,49,None
FIVI podwójna ładowarka samochodowa,lis 22.,"['Ładowarki samochodowe', 'Akcesoria samochodowe', 'Elektronika']",15,0,None
"Kawa ziarnista MK Café, 250 g",lis 22.,['Artykuły spożywcze'],8,0,None
SONY PLAYSTATION PLUS 12 miesięcy za 180 zł,lis 22.,"['PlayStation', 'Gaming']",4,0,None
Ekspres na kapsułki DE LONGHI-NESPRESSO EN80.B Inissia Czarny,lis 22.,['Elektronika'],9,0,None
Namiot Coleman Oak Canyon 4 z WHD (stan jak nowy),lis 22.,"['Outdoor i camping', 'Camping', 'Sport i turystyka']",3,37,Amazon
Bricoman Lublin oczyszczacz powietrza,lis 22.,['Ogród i majsterkowanie'],6,0,None
Kindle 10 bez reklam o 25 EUR taniej,lis 22.,"['Kindle', 'Czytniki ebooków', 'eBooki', 'Książki i czasopisma', 'Elektronika']",140,0,None
Mysz Logitech MX Master 3 Grafitowa i szara,lis 22.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Elektronika']",25,0,None
Lorus Mens Watch RM339DX9,lis 22.,['Moda'],9,77,Watches2U
Pulsar Mens Sport Watch PT3751X1,lis 22.,['Sport i turystyka'],0,0,None
Pulsar Mens Classic Watch PJ6069X1,lis 22.,['Moda'],2,0,None
Samsung UE58RU7102k TV,lis 22.,"['TV', 'TV i wideo', 'Elektronika']",86,0,None
Auchan -20% Noc dla Dzieci,lis 22.,"['Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci', 'Hity z marketów']",19,0,None
"Zegarek Lars Larsen, stal +szafir WH155RWD/BLLR18",lis 22.,['Moda'],2,12,None
Błąd cenowy Zalando buty Melissa,lis 22.,"['Błąd cenowy', 'Obuwie', 'Odzież', 'Moda']",18,0,None
Gra planszowa Nogi za pas!,lis 22.,"['Gry planszowe', 'Zabawki', 'Rodzina i dzieci']",24,0,None
Bose Soundlink Micro,lis 22.,"['Bose', 'Głośniki', 'Audio i HiFi', 'Elektronika']",6,0,None
Crucial 16GB 3000MHz Ballistix Sport LT RED CL15 (2x8GB),lis 22.,"['DDR4', 'RAM', 'Podzespoły komputerowe', 'Gaming']",22,0,None
Klucze Płasko-Oczkowe Powerfix Lidl,lis 22.,"['Ogród i majsterkowanie', 'Hity z marketów']",25,150,Lidl
Jagermeister Lidl promocja,lis 22.,"['Artykuły spożywcze', 'Hity z marketów']",20,-166,Lidl
Części zamienne / szczotki do roborock s50 s51 i s55,lis 22.,"['Inteligentny dom', 'Elektronika']",18,116,Banggood
Fotel komputerowy racingowy kubełkowy krzesło biurowe gamingowe,lis 22.,"['Meble', 'Dom i mieszkanie']",12,0,None
Słuchawki Sony WH-1000XM3 - Czarne,lis 22.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",170,0,None
Pad Xbox z kabelkiem do PC,lis 22.,"['Xbox', 'Komputery i tablety', 'Elektronika']",62,0,None
Adidas Crazy Light Boost buty męskie,lis 22.,"['Buty adidas', 'Obuwie', 'Moda']",10,0,None
FIFA20 PS4 / XBOX One RTVEUROAGD,lis 22.,"['Xbox One', 'PlayStation 4', 'Xbox', 'Konsole', 'Gaming']",28,0,None
Red Dead Redemption II PC (klucz Rockstar),lis 22.,"['Red Dead Redemption', 'Gry wideo', 'Gaming', 'Komputery i tablety']",13,-99,GMG
Dysk zewnętrzny WD Elements 12TB (8TB - 615 zł) amazon.co.uk,lis 22.,"['Dyski twarde', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",7,177,Amazon
Xbox One S 1TB All-Digital Edition + Minecraft + Sea Of Thieves + Forza Horizon 3,lis 22.,"['Minecraft', 'Forza Horizon', 'Forza', 'Xbox One', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",13,0,None
Kindle Paperwhite 4 8GB z reklamami (przez pośrednika). Bez reklam 440 zł (bezpośrednio do Polski) amazon.de,lis 22.,"['Kindle Paperwhite', 'Kindle', 'Czytniki ebooków', 'eBooki', 'Książki i czasopisma', 'Komputery i tablety', 'Elektronika']",189,0,None
"Duży garnek Gerlach Simple 24 cm, 7 L, indukcja",lis 22.,['Dom i mieszkanie'],4,0,None
20% zniżki na Amazon Warehouse - już działa! amazon.de i inne,lis 22.,['Elektronika'],443,0,None
Samsung 970 EVO Plus 1TB,lis 22.,['Elektronika'],4,0,None
Huawei P20 Pro czarny 6/128 GB + mapa Europa-nawigacja Navitel Navigator 12 m-cy za 1 zł. Smartfon z dystrybucji PL (sklep Ole Ole!),lis 22.,"['Nawigacja', 'Smartfony Huawei', 'Akcesoria samochodowe', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",13,0,None
